ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	experiment_order	experiment	GeneRatio_dec	BgRatio_dec	freqratio	All_GOI	cluster_1	cluster_2	cluster_3	cluster_4	cluster_5	cluster_6	cluster_7	cluster_8	cluster_9	cluster_10	cluster_11	sig_hours
D061985	Madin Darby Canine Kidney Cells	1/275	47/18018	0.515094012148623	0.708264686948287	0.590658096973182	nrv1	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00260850260850261	1.39404255319149	0.708264686948287	0	0	0	0	0	0	0	0	0	0	0	2
D053595	Embryonic Stem Cells	4/275	245/18018	0.516235176754561	0.708264686948287	0.590658096973182	Acsl/ap/DptB/Ubx	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.0135975135975136	1.06971428571429	0.708264686948287	0	0	0	0	0	0	0	0	0	0	0	3
D016874	Neurofibrillary Tangles	1/275	48/18018	0.522514252906462	0.713432922237669	0.594968152347945	Tsp5D	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00266400266400266	1.365	0.713432922237669	0	0	0	0	0	0	0	0	0	0	0	2
D016466	CHO Cells	5/275	315/18018	0.52755154037337	0.716158534103181	0.597241179292868	AkhR/alrm/Lkr/Lsd-1/v	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0174825174825175	1.04	0.716158534103181	0	0	0	0	0	0	0	0	0	0	0	4
D057026	Induced Pluripotent Stem Cells	1/275	50/18018	0.537017029989329	0.716158534103181	0.597241179292868	trio	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00277500277500278	1.3104	0.716158534103181	0	0	0	0	0	0	0	0	0	0	0	2
D059630	Mesenchymal Stem Cells	1/275	50/18018	0.537017029989329	0.716158534103181	0.597241179292868	Aldh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00277500277500278	1.3104	0.716158534103181	0	0	0	0	0	0	0	0	0	0	0	2
D013601	T-Lymphocytes	1/275	51/18018	0.544102978161242	0.716158534103181	0.597241179292868	trio	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00283050283050283	1.28470588235294	0.716158534103181	0	0	0	0	0	0	0	0	0	0	0	2
D059326	Serotonergic Neurons	1/275	51/18018	0.544102978161242	0.716158534103181	0.597241179292868	Hn	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00283050283050283	1.28470588235294	0.716158534103181	0	0	0	0	0	0	0	0	0	0	0	2
D054468	Axoneme	2/275	119/18018	0.544622336798877	0.716158534103181	0.597241179292868	svp/yuri	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.0066045066045066	1.10117647058824	0.716158534103181	0	0	0	0	0	0	0	0	0	0	0	3
D010525	Peripheral Nerves	5/275	322/18018	0.547097919223243	0.716158534103181	0.597241179292868	Adh/ap/nrv2/svp/Ubx	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0178710178710179	1.01739130434783	0.716158534103181	0	0	0	0	0	0	0	0	0	0	0	5
D004622	Embryo, Mammalian	7/275	456/18018	0.547205640494332	0.716158534103181	0.597241179292868	Acsl/ap/Dr/nrv1/nrv2/sqd/Ubx	7	1	All Clusters ( 275 genes)	0.0254545454545455	0.0253080253080253	1.00578947368421	0.716158534103181	0	0	0	0	0	0	0	0	0	0	0	4
D022161	Transport Vesicles	7/275	456/18018	0.547205640494332	0.716158534103181	0.597241179292868	Acsl/ap/Dif/ninaC/trio/Yp2/Yp3	7	1	All Clusters ( 275 genes)	0.0254545454545455	0.0253080253080253	1.00578947368421	0.716158534103181	0	0	0	0	0	0	0	0	0	0	0	3
D004628	Embryonic Structures	5/275	327/18018	0.560823007564312	0.727645919663636	0.606821096828459	ap/Dr/Tig/tok/Ubx	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0181485181485181	1.00183486238532	0.727645919663636	0	0	0	0	0	0	0	0	0	0	0	3
D032446	Myoblasts	7/275	462/18018	0.561107240867381	0.727645919663636	0.606821096828459	ap/Nepl14/Dr/Nep4/Spn43Ab/Tig/Ubx	7	1	All Clusters ( 275 genes)	0.0254545454545455	0.0256410256410256	0.992727272727273	0.727645919663636	0	0	0	0	0	0	0	0	0	0	0	4
D013570	Synaptic Membranes	2/275	124/18018	0.566959235390641	0.731892831140646	0.61036281321959	Eaat1/Eaat2	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00688200688200688	1.05677419354839	0.731892831140646	0	0	0	0	0	0	0	0	0	0	0	3
D013270	Stomach	1/275	55/18018	0.571382447421438	0.734265226550627	0.612341274921761	Adh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00305250305250305	1.19127272727273	0.734265226550627	0	0	0	0	0	0	0	0	0	0	0	2
D004702	Endocrine Glands	3/275	195/18018	0.574340537891633	0.734741949374882	0.612738838433464	Acsl/Cyp304a1/Hrb27C	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.0108225108225108	1.008	0.734741949374882	0	0	0	0	0	0	0	0	0	0	0	4
D006412	Hematopoietic Stem Cells	4/275	265/18018	0.578225744925405	0.734957265267608	0.612918401353639	Dif/svp/Ubx/v	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.0147075147075147	0.988981132075472	0.734957265267608	0	0	0	0	0	0	0	0	0	0	0	4
D007395	Interneurons	5/275	334/18018	0.579684603591353	0.734957265267608	0.612918401353639	ap/kra/Nplp2/toy/Ubx	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0185370185370185	0.980838323353293	0.734957265267608	0	0	0	0	0	0	0	0	0	0	0	4
D019858	Enteroendocrine Cells	3/275	199/18018	0.588132384306878	0.740070858871162	0.617182888235773	AkhR/CCHa2/Nplp2	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.011044511044511	0.987738693467337	0.740070858871162	0	0	0	0	0	0	0	0	0	0	0	2
D001368	Axis, Cervical Vertebra	1/275	58/18018	0.590769114495397	0.740070858871162	0.617182888235773	tsl	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00321900321900322	1.12965517241379	0.740070858871162	0	0	0	0	0	0	0	0	0	0	0	2
D032383	Myocytes, Cardiac	3/275	200/18018	0.591535510435753	0.740070858871162	0.617182888235773	Mtp/svp/Ubx	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.0111000111000111	0.9828	0.740070858871162	0	0	0	0	0	0	0	0	0	0	0	3
D005638	Fruit	2/275	132/18018	0.601036738130765	0.745845150203176	0.62199836469872	Aldh/Obp99c	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00732600732600733	0.992727272727273	0.745845150203176	0	0	0	0	0	0	0	0	0	0	0	3
D022022	Nuclear Pore	5/275	343/18018	0.60329233645038	0.745845150203176	0.62199836469872	Atpalpha/Dif/Lsd-1/sqd/Ubx	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.019036519036519	0.955102040816327	0.745845150203176	0	0	0	0	0	0	0	0	0	0	0	6
D002474	Cell-Free System	2/275	134/18018	0.609235031836637	0.745845150203176	0.62199836469872	Adh/Hrb27C	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00743700743700744	0.977910447761194	0.745845150203176	0	0	0	0	0	0	0	0	0	0	0	3
D001808	Blood Vessels	1/275	61/18018	0.609281953687101	0.745845150203176	0.62199836469872	svp	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00338550338550339	1.07409836065574	0.745845150203176	0	0	0	0	0	0	0	0	0	0	0	2
D022004	Chromosome Structures	1/275	61/18018	0.609281953687101	0.745845150203176	0.62199836469872	v	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00338550338550339	1.07409836065574	0.745845150203176	0	0	0	0	0	0	0	0	0	0	0	2
D012303	Ring Chromosomes	1/275	62/18018	0.615265551322344	0.749937410195474	0.625411109317946	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00344100344100344	1.05677419354839	0.749937410195474	0	0	0	0	0	0	0	0	0	0	0	2
D001402	B-Lymphocytes	1/275	64/18018	0.626960214341852	0.757688088821642	0.631874796089212	trio	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00355200355200355	1.02375	0.757688088821642	0	0	0	0	0	0	0	0	0	0	0	2
D011387	Prokaryotic Cells	1/275	64/18018	0.626960214341852	0.757688088821642	0.631874796089212	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00355200355200355	1.02375	0.757688088821642	0	0	0	0	0	0	0	0	0	0	0	2
D022005	Adherens Junctions	7/275	494/18018	0.63175572949163	0.76024842023569	0.634009987223982	Atpalpha/Dif/nrv2/Tig/trio/tsl/v	7	1	All Clusters ( 275 genes)	0.0254545454545455	0.0274170274170274	0.928421052631579	0.76024842023569	0	0	0	0	0	0	0	0	0	0	0	5
D022001	Focal Adhesions	1/275	66/18018	0.638300651457325	0.76166968493227	0.63519525244537	Tig	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00366300366300366	0.992727272727273	0.76166968493227	0	0	0	0	0	0	0	0	0	0	0	2
D054792	Muscle, Striated	1/275	66/18018	0.638300651457325	0.76166968493227	0.63519525244537	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00366300366300366	0.992727272727273	0.76166968493227	0	0	0	0	0	0	0	0	0	0	0	2
D006413	Hematopoietic System	1/275	68/18018	0.649297554032628	0.771550231570152	0.643435144934338	Tig	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00377400377400377	0.963529411764706	0.771550231570152	0	0	0	0	0	0	0	0	0	0	0	2
D006624	Hippocampus	1/275	73/18018	0.67535413352161	0.799169058000572	0.666467894922641	eas	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00405150405150405	0.897534246575342	0.799169058000572	0	0	0	0	0	0	0	0	0	0	0	2
D016716	PC12 Cells	1/275	74/18018	0.680329202525876	0.800842955623723	0.667863843644691	CRMP	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00410700410700411	0.885405405405405	0.800842955623723	0	0	0	0	0	0	0	0	0	0	0	2
D009055	Mouth	1/275	75/18018	0.685228303579453	0.800842955623723	0.667863843644691	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00416250416250416	0.8736	0.800842955623723	0	0	0	0	0	0	0	0	0	0	0	2
D022083	Cytoplasmic Structures	1/275	75/18018	0.685228303579453	0.800842955623723	0.667863843644691	Adh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00416250416250416	0.8736	0.800842955623723	0	0	0	0	0	0	0	0	0	0	0	2
D002628	Chemoreceptor Cells	6/275	454/18018	0.695292235526346	0.80927456921919	0.674895396865522	Hf/Obp83ef/Obp99b/Obp99c/ppk19/v	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.0251970251970252	0.865903083700441	0.80927456921919	0	0	0	0	0	0	0	0	0	0	0	3
D042541	Intracellular Space	6/275	457/18018	0.701296090849386	0.810020763691087	0.675517686547423	CG10960/CG4325/dnr1/Rchy1/svp/Vha68-2	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.0253635253635254	0.860218818380744	0.810020763691087	0	0	0	0	0	0	0	0	0	0	0	4
D036703	Blastula	3/275	236/18018	0.701637703760589	0.810020763691087	0.675517686547423	bnb/Dr/Tsf1	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.0130980130980131	0.832881355932203	0.810020763691087	0	0	0	0	0	0	0	0	0	0	0	3
D005855	Germ Layers	1/275	80/18018	0.708624136256119	0.812732599691857	0.677779225095136	Dr	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00444000444000444	0.819	0.812732599691857	0	0	0	0	0	0	0	0	0	0	0	2
D002461	Cell Line, Transformed	3/275	239/18018	0.709710157477396	0.812732599691857	0.677779225095136	Adh/Dif/Hrb27C	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.0132645132645133	0.822426778242678	0.812732599691857	0	0	0	0	0	0	0	0	0	0	0	4
D013082	Sperm Tail	1/275	81/18018	0.7130910981543	0.813324786649884	0.678273080045307	yuri	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.0044955044955045	0.808888888888889	0.813324786649884	0	0	0	0	0	0	0	0	0	0	0	2
D041681	NIH 3T3 Cells	3/275	242/18018	0.717614539322572	0.815210116670442	0.679845353042437	DptB/retm/trio	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.0134310134310134	0.812231404958678	0.815210116670442	0	0	0	0	0	0	0	0	0	0	0	3
D014407	Tumor Cells, Cultured	4/275	331/18018	0.746955714877929	0.845161047909688	0.704822964342772	Dif/eas/trio/Ubx	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.0183705183705184	0.79178247734139	0.845161047909688	0	0	0	0	0	0	0	0	0	0	0	3
D022081	Cell Surface Extensions	3/275	258/18018	0.756980499662224	0.85310500755584	0.711447838028406	CG11089/Hrb27C/trio	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.0143190143190143	0.761860465116279	0.85310500755584	0	0	0	0	0	0	0	0	0	0	0	4
D015726	Giant Cells	2/275	180/18018	0.763684797453653	0.853614688734838	0.711872887195473	Shmt/tsl	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00999000999000999	0.728	0.853614688734838	0	0	0	0	0	0	0	0	0	0	0	3
D014411	Neoplastic Stem Cells	2/275	182/18018	0.769016930187444	0.853614688734838	0.711872887195473	Acsl/Aldh	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.0101010101010101	0.72	0.853614688734838	0	0	0	0	0	0	0	0	0	0	0	2
D009619	Nociceptors	4/275	342/18018	0.769381697070094	0.853614688734838	0.711872887195473	CG10914/CG4716/CRMP/fat-spondin	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.018981018981019	0.766315789473684	0.853614688734838	0	0	0	0	0	0	0	0	0	0	0	5
D039902	Multipotent Stem Cells	1/275	96/18018	0.772461179594554	0.853614688734838	0.711872887195473	svp	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00532800532800533	0.6825	0.853614688734838	0	0	0	0	0	0	0	0	0	0	0	2
D054657	Ribosome Subunits	1/275	96/18018	0.772461179594554	0.853614688734838	0.711872887195473	RpL6	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00532800532800533	0.6825	0.853614688734838	0	0	0	0	0	0	0	0	0	0	0	2
D009411	Nerve Endings	1/275	97/18018	0.775952596602226	0.854149369903225	0.712318785130562	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00538350538350538	0.675463917525773	0.854149369903225	0	0	0	0	0	0	0	0	0	0	0	2
D022101	Microtubule-Organizing Center	1/275	106/18018	0.805068228223896	0.882651228419387	0.736087940675916	sqd	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00588300588300588	0.61811320754717	0.882651228419387	0	0	0	0	0	0	0	0	0	0	0	2
D008566	Membranes	1/275	107/18018	0.808060983764228	0.882651228419387	0.736087940675916	Pdfr	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00593850593850594	0.612336448598131	0.882651228419387	0	0	0	0	0	0	0	0	0	0	0	2
D055099	Neuroendocrine Cells	3/275	287/18018	0.816982244357177	0.888976848266047	0.741363198146259	AkhR/Atpalpha/moody	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.0159285159285159	0.684878048780488	0.888976848266047	0	0	0	0	0	0	0	0	0	0	0	4
D034582	Integumentary System	1/275	120/18018	0.843044300404435	0.91257813775568	0.761045518884463	Irc	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00666000666000666	0.546	0.91257813775568	0	0	0	0	0	0	0	0	0	0	0	2
D005837	Genitalia, Male	3/275	305/18018	0.847540525524497	0.91257813775568	0.761045518884463	CG30281/Npc2h/Ubx	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.0169275169275169	0.644459016393443	0.91257813775568	0	0	0	0	0	0	0	0	0	0	0	4
D033481	Chromosomes, Mammalian	1/275	123/18018	0.850168900180114	0.91257813775568	0.761045518884463	CG9372	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00682650682650683	0.532682926829268	0.91257813775568	0	0	0	0	0	0	0	0	0	0	0	2
D009210	Myofibrils	2/275	220/18018	0.852080823382967	0.91257813775568	0.761045518884463	Ndg/Sox102F	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.0122100122100122	0.595636363636364	0.91257813775568	0	0	0	0	0	0	0	0	0	0	0	3
D013116	Spinal Cord	1/275	125/18018	0.854738678320461	0.91257813775568	0.761045518884463	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00693750693750694	0.52416	0.91257813775568	0	0	0	0	0	0	0	0	0	0	0	2
D005407	Flagella	1/275	133/18018	0.871670373565888	0.925801396795585	0.772073069974079	v	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00738150738150738	0.492631578947368	0.925801396795585	0	0	0	0	0	0	0	0	0	0	0	2
D017949	Retinal Cone Photoreceptor Cells	1/275	134/18018	0.873643571624002	0.925801396795585	0.772073069974079	svp	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00743700743700744	0.488955223880597	0.925801396795585	0	0	0	0	0	0	0	0	0	0	0	2
D008931	Mitochondria, Muscle	1/275	136/18018	0.877499735398364	0.926430947409425	0.772598084385177	Acsl	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00754800754800755	0.481764705882353	0.926430947409425	0	0	0	0	0	0	0	0	0	0	0	2
D002842	Chromatids	3/275	329/18018	0.881347222132458	0.927046707724511	0.773111598361805	eas/Galk/Ubx	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.0182595182595183	0.597446808510638	0.927046707724511	0	0	0	0	0	0	0	0	0	0	0	3
D009130	Muscle, Smooth	1/275	147/18018	0.896705269698954	0.936265796303319	0.780799867191426	Dif	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00815850815850816	0.445714285714286	0.936265796303319	0	0	0	0	0	0	0	0	0	0	0	2
D021601	trans-Golgi Network	1/275	147/18018	0.896705269698954	0.936265796303319	0.780799867191426	Atpalpha	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00815850815850816	0.445714285714286	0.936265796303319	0	0	0	0	0	0	0	0	0	0	0	2
D005347	Fibroblasts	2/275	271/18018	0.921031949044381	0.958143126478404	0.79904449020623	Acsl/Dif	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.015040515040515	0.483542435424354	0.958143126478404	0	0	0	0	0	0	0	0	0	0	0	2
D045325	HCT116 Cells	1/275	174/18018	0.932063622979973	0.966080543526687	0.80566390768534	ap	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00965700965700966	0.376551724137931	0.966080543526687	0	0	0	0	0	0	0	0	0	0	0	2
D013573	Synaptonemal Complex	1/275	180/18018	0.938109265514672	0.966559267937303	0.806063140422139	St1	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.00999000999000999	0.364	0.966559267937303	0	0	0	0	0	0	0	0	0	0	0	2
D012518	Sarcomeres	1/275	184/18018	0.941838778892951	0.966559267937303	0.806063140422139	v	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.0102120102120102	0.356086956521739	0.966559267937303	0	0	0	0	0	0	0	0	0	0	0	2
D051336	Mitochondrial Membranes	1/275	185/18018	0.942735624009271	0.966559267937303	0.806063140422139	Vha68-2	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.0102675102675103	0.354162162162162	0.966559267937303	0	0	0	0	0	0	0	0	0	0	0	2
D002502	Centrioles	1/275	211/18018	0.961781207569139	0.982539075358401	0.819389517997184	yuri	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.0117105117105117	0.310521327014218	0.982539075358401	0	0	0	0	0	0	0	0	0	0	0	2
D008198	Lymph Nodes	1/275	240/18018	0.975672254091385	0.993157419935317	0.828244697870446	Dif	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.0133200133200133	0.273	0.993157419935317	0	0	0	0	0	0	0	0	0	0	0	2
D059329	Cholinergic Neurons	1/275	261/18018	0.982467549678572	0.993349600886389	0.828404967381162	Eaat1	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.0144855144855145	0.251034482758621	0.993349600886389	0	0	0	0	0	0	0	0	0	0	0	2
D013087	Spermatids	2/275	442/18018	0.991775994431733	0.993349600886389	0.828404967381162	v/yuri	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.0245310245310245	0.296470588235294	0.993349600886389	0	0	0	0	0	0	0	0	0	0	0	3
D002923	Cilia	1/275	312/18018	0.992099606404996	0.993349600886389	0.828404967381162	retm	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.0173160173160173	0.21	0.993349600886389	0	0	0	0	0	0	0	0	0	0	0	2
D018386	Kinetochores	1/275	321/18018	0.993137989473072	0.993349600886389	0.828404967381162	Eaat1	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.0178155178155178	0.20411214953271	0.993349600886389	0	0	0	0	0	0	0	0	0	0	0	2
D022142	Secretory Vesicles	1/275	323/18018	0.993349600886389	0.993349600886389	0.828404967381162	Pdi	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.0179265179265179	0.202848297213622	0.993349600886389	0	0	0	0	0	0	0	0	0	0	0	2
D014817	Vitelline Membrane	13/85	319/18018	3.09817478993414e-09	5.70064161347881e-07	4.43528180453729e-07	ap/AttC/CG34136/CG3999/Nepl10/DptB/Lsp1beta/Ndg/NimB1/PGRP-SD/Prat2/Tsf1/Yp3	13	3	Cluster 2 (85 genes)	0.152941176470588	0.0177045177045177	8.63853955375254	0	0	5.70064161347881e-07	0	0	0	0	0	0	0	0	0	6
D017667	Adipocytes	9/85	355/18018	4.45786654551784e-05	0.0033889543052174	0.00263671502007761	Apoltp/CG11236/LKRSDH/Lsp1beta/Mtp/Ndg/Sodh-1/Ubx/Yp3	9	3	Cluster 2 (85 genes)	0.105882352941176	0.0197025197025197	5.37405136702568	0	0	0.0033889543052174	0	0	0	0	0	0	0	0	0	5
D005835	Genitalia	9/85	365/18018	5.52546897589793e-05	0.0033889543052174	0.00263671502007761	ap/AttC/CG13794/Dr/Gat/Ndg/toy/Ubx/Yp3	9	3	Cluster 2 (85 genes)	0.105882352941176	0.0202575202575203	5.22681708299758	0	0	0.0033889543052174	0	0	0	0	0	0	0	0	0	4
D006066	Gonads	9/85	481/18018	0.000435890930593265	0.0185796102795279	0.0144555320252619	AttC/CG11236/CG6277/DptB/Kal1/Prat2/Sodh-1/Ubx/Yp3	9	3	Cluster 2 (85 genes)	0.105882352941176	0.0266955266955267	3.96629570747218	0	0	0.0185796102795279	0	0	0	0	0	0	0	0	0	5
D014795	Visual Pathways	8/85	390/18018	0.000504880714117605	0.0185796102795279	0.0144555320252619	alrm/ap/Dr/Grik/ninaC/Pdfr/toy/Ubx	8	3	Cluster 2 (85 genes)	0.0941176470588235	0.0216450216450216	4.34823529411765	0	0	0.0185796102795279	0	0	0	0	0	0	0	0	0	5
D007107	Immune System	8/85	426/18018	0.000897910107717449	0.0275359099700018	0.0214238201139602	Achl/AttC/DptB/Hayan/NimB1/Pdfr/PGRP-SD/SPE	8	3	Cluster 2 (85 genes)	0.0941176470588235	0.0236430236430236	3.9807787903894	0	0	0.0275359099700018	0	0	0	0	0	0	0	0	0	5
D010057	Oviducts	4/85	96/18018	0.00110161700269461	0.0289567897851155	0.0225293101302958	AttC/CG11594/DptB/Ubx	4	3	Cluster 2 (85 genes)	0.0470588235294118	0.00532800532800533	8.83235294117647	0	0	0.0289567897851155	0	0	0	0	0	0	0	0	0	4
D004528	Egg Shell	7/85	358/18018	0.00150836973590305	0.0318338700950692	0.024767770783349	CG16758/CG6910/DptB/Ndg/PGRP-SD/Tsf3/Yp3	7	3	Cluster 2 (85 genes)	0.0823529411764706	0.0198690198690199	4.14479132435097	0	0	0.0318338700950692	0	0	0	0	0	0	0	0	0	5
D020895	Enterocytes	7/85	360/18018	0.00155709147204143	0.0318338700950692	0.024767770783349	AttC/DptB/Hayan/Mtp/PGRP-SD/SPE/Ubx	7	3	Cluster 2 (85 genes)	0.0823529411764706	0.01998001998002	4.12176470588235	0	0	0.0318338700950692	0	0	0	0	0	0	0	0	0	4
D004547	Elastic Tissue	1/85	1/18018	0.00471750471750476	0.0789109880018978	0.0613952767062821	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	5.55000555000555e-05	211.976470588235	0	0	0.0789109880018978	0	0	0	0	0	0	0	0	0	2
D020894	Microfibrils	1/85	1/18018	0.00471750471750476	0.0789109880018978	0.0613952767062821	Ubx	1	3	Cluster 2 (85 genes)	0.0117647058823529	5.55000555000555e-05	211.976470588235	0	0	0.0789109880018978	0	0	0	0	0	0	0	0	0	2
D020897	Organizers, Embryonic	3/85	78/18018	0.00597548148055076	0.0795426946843464	0.0618867647429697	ap/Dr/Ubx	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.00432900432900433	8.15294117647059	0	0	0.0795426946843464	0	0	0	0	0	0	0	0	0	2
D020651	Ventral Thalamic Nuclei	2/85	25/18018	0.0061492373574558	0.0795426946843464	0.0618867647429697	Achl/Pdfr	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00138750138750139	16.9581176470588	0	0	0.0795426946843464	0	0	0	0	0	0	0	0	0	2
D014566	Urogenital System	4/85	155/18018	0.00621934027646443	0.0795426946843464	0.0618867647429697	CG16758/CG6910/DptB/Yp3	4	3	Cluster 2 (85 genes)	0.0470588235294118	0.0086025086025086	5.4703605313093	0	0	0.0795426946843464	0	0	0	0	0	0	0	0	0	4
D002473	Cell Wall	3/85	81/18018	0.00663415934599138	0.0795426946843464	0.0618867647429697	DptB/PGRP-SD/SPE	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.0044955044955045	7.85098039215686	0	0	0.0795426946843464	0	0	0	0	0	0	0	0	0	4
D046569	Neuroepithelial Cells	5/85	253/18018	0.00691675605950838	0.0795426946843464	0.0618867647429697	ap/Gat/Lsp1beta/toy/Ubx	5	3	Cluster 2 (85 genes)	0.0588235294117647	0.014041514041514	4.18925831202046	0	0	0.0795426946843464	0	0	0	0	0	0	0	0	0	4
D013643	Tarsus, Animal	2/85	30/18018	0.00878148031271596	0.095046610443514	0.0739493078965555	ap/Ubx	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00166500166500167	14.1317647058824	0	0	0.095046610443514	0	0	0	0	0	0	0	0	0	2
D002642	Chick Embryo	4/85	175/18018	0.00945809226048005	0.0966827208849071	0.0752222542353968	ap/DNaseII/Dr/Ubx	4	3	Cluster 2 (85 genes)	0.0470588235294118	0.00971250971250971	4.84517647058824	0	0	0.0966827208849071	0	0	0	0	0	0	0	0	0	4
D009432	Neural Crest	3/85	103/18018	0.012771172842362	0.123678726473401	0.0962260114438357	CG5080/Dr/Ubx	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.00571650571650572	6.17407195888064	0	0	0.123678726473401	0	0	0	0	0	0	0	0	0	4
D014680	Veins	4/85	208/18018	0.0168964999471567	0.137915052515607	0.107302329188344	ap/CG9691/Idgf4/Ubx	4	3	Cluster 2 (85 genes)	0.0470588235294118	0.0115440115440115	4.07647058823529	0	0	0.137915052515607	0	0	0	0	0	0	0	0	0	4
D018244	Chromosomes, Artificial, Yeast	2/85	43/18018	0.0175228787003439	0.137915052515607	0.107302329188344	alpha-Est7/alpha-Est8	2	3	Cluster 2 (85 genes)	0.0235294117647059	0.00238650238650239	9.8593707250342	0	0	0.137915052515607	0	0	0	0	0	0	0	0	0	4
D018485	Muscle Fibers, Skeletal	5/85	322/18018	0.0181346154746709	0.137915052515607	0.107302329188344	ap/Dr/Mtp/Tig/Ubx	5	3	Cluster 2 (85 genes)	0.0588235294117647	0.0178710178710179	3.29156010230179	0	0	0.137915052515607	0	0	0	0	0	0	0	0	0	4
D003335	Corpora Allata	3/85	118/18018	0.018331092703202	0.137915052515607	0.107302329188344	ap/Ubx/Yp3	3	3	Cluster 2 (85 genes)	0.0352941176470588	0.00654900654900655	5.38923230309073	0	0	0.137915052515607	0	0	0	0	0	0	0	0	0	5
