ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	experiment_order	experiment	GeneRatio_dec	BgRatio_dec	freqratio
D008558	Melphalan	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	toy	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D009355	Neomycin	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Adh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D010938	Plant Oils	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Acsl	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D011196	Potassium Permanganate	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D011732	Pyridoxal Phosphate	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	GlyP	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D013440	Sulfides	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Obp99b	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D014660	Vasoactive Intestinal Peptide	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Pdfr	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D015245	Deoxyribonuclease BamHI	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D017886	Durapatite	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	DNaseII	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D019187	Cadmium Compounds	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D019791	Guanidine	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Adh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D019922	GAP-43 Protein	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	bnb	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D051180	Desmoplakins	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D051185	gamma Catenin	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D059808	Polyphenols	1/275	11/15617	0.17756682373994	0.444719802675979	0.376866866793628	Tsf1	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000704360632643914	5.16264462809917
D006026	Glycoside Hydrolases	5/275	169/15617	0.1782293695711	0.444770588929683	0.376909904356144	CG6277/Obp83ef/sqd/Yp2/Yp3	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0108215406288019	1.68015061861216
D006899	Mixed Function Oxygenases	5/275	169/15617	0.1782293695711	0.444770588929683	0.376909904356144	Adh/alpha-Est7/ap/Cyp304a1/svp	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0108215406288019	1.68015061861216
D022762	CCAAT-Enhancer-Binding Proteins	6/275	215/15617	0.179510678699713	0.447162392084717	0.378936779155964	Acsl/Adh/Dif/eas/Gel/Hex-C	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.0137670487289492	1.58481183932347
D038341	Glycogen Synthase Kinases	2/275	44/15617	0.18132518860028	0.450871429463892	0.382079911725054	Adh/Ubx	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00281744253057565	2.58132231404959
D056892	Mediator Complex	8/275	310/15617	0.181853934690999	0.451375805639844	0.382507332919192	Adh/ap/Dif/DptB/Lsp1beta/sqd/tok/Ubx	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.0198501632836012	1.46552492668622
D007930	Leucine	4/275	126/15617	0.182313103021568	0.451705988702811	0.382787138440915	Adh/Mtp/Pdi/Ubx	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.0080681308830121	1.80282828282828
D019895	Transposases	8/275	311/15617	0.184024881176149	0.455132965051726	0.385691245322192	Acsl/Adh/CG6356/cv-d/GlyP/Hrb27C/Sox102F/Ubx	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.019914196068387	1.46081262788658
D014443	Tyrosine	8/275	312/15617	0.186207074253843	0.459709087061627	0.389569167451047	Adh/Hn/Hrb27C/Tig/trio/Ubx/Yp2/Yp3	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.0199782288531728	1.45613053613054
D007074	Immunoglobulin G	2/275	45/15617	0.187686407866131	0.461008820768449	0.390670594837029	Atpalpha/Ubx	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00288147531536146	2.5239595959596
D012965	Sodium Chloride	5/275	173/15617	0.190199850099544	0.461008820768449	0.390670594837029	AttC/Dif/ninaC/ppk19/Tps1	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0110776717679452	1.64130320546506
D000209	Acute-Phase Proteins	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	GNBP3	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D000587	Oxidoreductases Acting on CH-NH Group Donors	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	CG6356	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D000872	Anthocyanins	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	Adh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D000946	Antigens, Fungal	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	Dif	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D001215	Asparaginase	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	moody	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D004492	Edetic Acid	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	Tig	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D012702	Serotonin Antagonists	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	Adh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D014044	Tolbutamide	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	eas	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D016318	Quisqualic Acid	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	Grik	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D017680	Potassium Compounds	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	eas	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D027702	Organic Cation Transporter 1	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	Acer	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D042963	Electron Transport Complex II	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	Atpalpha	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D047068	Arylalkylamine N-Acetyltransferase	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	ap	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D064032	Calbindin 2	1/275	12/15617	0.192059270457325	0.461008820768449	0.390670594837029	Aldh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000768393417429724	4.73242424242424
D051638	Ether-A-Go-Go Potassium Channels	2/275	46/15617	0.194078144213524	0.465048840373238	0.394094210158586	eas/yuri	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00294550810014728	2.46909090909091
D056741	Cyclin D	5/275	175/15617	0.196290929202112	0.469538751200216	0.397899074739305	CG11089/CG6277/Lsd-1/Lsp1beta/Pdh	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0112057373375168	1.62254545454545
D020506	Untranslated Regions	7/275	269/15617	0.197336888092385	0.471226879324056	0.399329637428328	Adh/ap/Apoltp/eas/Hrb27C/sqd/Ubx	7	1	All Clusters ( 275 genes)	0.0254545454545455	0.017224819107383	1.47778303480906
D016608	Talin	4/275	131/15617	0.20015135533428	0.474681796082016	0.402257421722552	dnr1/nrv2/Tig/trio	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00838829480694115	1.73401804302568
D034904	Lamin Type A	4/275	131/15617	0.20015135533428	0.474681796082016	0.402257421722552	Ugt49C1/CG33494/Gel/Ubx	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00838829480694115	1.73401804302568
D012337	RNA, Ribosomal, 18S	2/275	47/15617	0.200497365132115	0.474681796082016	0.402257421722552	Adh/Ubx	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00300954088493309	2.41655705996132
D050986	YY1 Transcription Factor	2/275	47/15617	0.200497365132115	0.474681796082016	0.402257421722552	ap/Ubx	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00300954088493309	2.41655705996132
D054339	Steroidogenic Factor 1	2/275	47/15617	0.200497365132115	0.474681796082016	0.402257421722552	Adh/svp	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00300954088493309	2.41655705996132
D020929	Mitogen-Activated Protein Kinase Kinases	10/275	417/15617	0.201737162208154	0.474693518472394	0.402267355574174	Acsl/Btnd/CG2233/CG5080/CG6805/CG9631/Dif/Idgf1/Ndg/Tig	10	1	All Clusters ( 275 genes)	0.0363636363636364	0.0267016712556829	1.3618487028559
D000998	Antiviral Agents	3/275	88/15617	0.202327977094803	0.474693518472394	0.402267355574174	AttC/DptB/Vha68-2	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00563488506115131	1.93599173553719
D000941	Antigens	5/275	177/15617	0.202449172785465	0.474693518472394	0.402267355574174	Mtp/ninaC/nrv1/nrv2/v	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0113338029070884	1.60421160760144
D000243	Adenosine Deaminase	4/275	132/15617	0.203781031035196	0.474693518472394	0.402267355574174	Adgf-D/Atpalpha/Hrb27C/retm	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00845232759172696	1.72088154269972
D008715	Methionine	8/275	320/15617	0.20405651898192	0.474693518472394	0.402267355574174	Adh/Atpalpha/bnb/CG7560/Dr/Lsp1beta/Sodh-1/Ubx	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.0204904911314593	1.41972727272727
D001688	Biological Products	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	Adh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D001971	Bromocriptine	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	ap	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D004390	Chlorpyrifos	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	v	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D006420	Hemeproteins	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	svp	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D006490	Hemostatics	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	Lkr	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D013752	Tetracycline	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	Yp3	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D014667	Vasopressins	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	Lkr	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D014969	Xanthine Oxidase	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	Aldh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D015636	Magnesium Chloride	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	ninaC	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D024501	Nonmuscle Myosin Type IIB	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	cv-2	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D039921	Neuropilins	1/275	13/15617	0.20629725191354	0.474693518472394	0.402267355574174	CRMP	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000832426202215534	4.36839160839161
D055747	SOX Transcription Factors	6/275	225/15617	0.2063288795093	0.474693518472394	0.402267355574174	Dr/Pdfr/Sox102F/svp/toy/Ubx	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.0144073765768073	1.51437575757576
D015320	Tachykinins	5/275	179/15617	0.20867200274515	0.479288099174184	0.406160920067806	AkhR/Lkr/moody/Mtp/Pdfr	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0114618684766601	1.5862874555612
D064326	MEF2 Transcription Factors	6/275	226/15617	0.209087499583655	0.479447329343315	0.406295855761198	ap/cv-d/klg/svp/Tig/Ubx	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.0144714093615931	1.50767497988737
D012321	DNA-Directed RNA Polymerases	6/275	227/15617	0.211859226588934	0.485000047645742	0.411001370416114	ap/Dr/Sox102F/toy/Ubx/v	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.0145354421463789	1.50103323988787
D003432	Cross-Linking Reagents	8/275	324/15617	0.213230866654891	0.48613183643672	0.411960477010787	Adh/ap/AttC/Hrb27C/PGRP-SD/sqd/Ubx/v	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.0207466222706026	1.40219977553311
D001280	Atrazine	2/275	49/15617	0.213406611229983	0.48613183643672	0.411960477010787	Adh/Irc	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00313760645450471	2.31792207792208
D015946	Ethylene Dibromide	2/275	49/15617	0.213406611229983	0.48613183643672	0.411960477010787	Adh/v	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00313760645450471	2.31792207792208
D010713	Phosphatidylcholines	3/275	91/15617	0.216024616777371	0.486587995766724	0.412347038023862	Acsl/eas/Lsd-1	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00582698341550874	1.87216783216783
D039961	Semaphorins	5/275	182/15617	0.218121656300219	0.486587995766724	0.412347038023862	CG31183/CRMP/Hrb27C/Obp99c/trio	5	1	All Clusters ( 275 genes)	0.0181818181818182	0.0116539668310175	1.56013986013986
D006152	Cyclic GMP	4/275	136/15617	0.218488433154791	0.486587995766724	0.412347038023862	CG31183/cv-2/ninaC/tok	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00870845873087021	1.67026737967914
D004269	DNA, Bacterial	2/275	50/15617	0.219891044709583	0.486587995766724	0.412347038023862	Adh/Ubx	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00320163923929052	2.27156363636364
D005025	Ethylene Dichlorides	2/275	50/15617	0.219891044709583	0.486587995766724	0.412347038023862	Adh/v	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00320163923929052	2.27156363636364
D005092	Exonucleases	2/275	50/15617	0.219891044709583	0.486587995766724	0.412347038023862	Adh/DNaseII	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00320163923929052	2.27156363636364
D007166	Immunosuppressive Agents	2/275	50/15617	0.219891044709583	0.486587995766724	0.412347038023862	Ac76E/Irc	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00320163923929052	2.27156363636364
D011393	Procollagen-Proline Dioxygenase	2/275	50/15617	0.219891044709583	0.486587995766724	0.412347038023862	Pdi/Ubx	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00320163923929052	2.27156363636364
D037282	Calreticulin	2/275	50/15617	0.219891044709583	0.486587995766724	0.412347038023862	Pdi/Tsf1	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00320163923929052	2.27156363636364
D001708	Biopterin	1/275	14/15617	0.220285220109117	0.486587995766724	0.412347038023862	Hn	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000896458987001345	4.05636363636364
D011744	Pyrimidinones	1/275	14/15617	0.220285220109117	0.486587995766724	0.412347038023862	v	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000896458987001345	4.05636363636364
D013463	Sulfuric Acid Esters	1/275	14/15617	0.220285220109117	0.486587995766724	0.412347038023862	v	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000896458987001345	4.05636363636364
D017673	Sodium Chloride, Dietary	1/275	14/15617	0.220285220109117	0.486587995766724	0.412347038023862	Tps1	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000896458987001345	4.05636363636364
D027963	Chloride-Bicarbonate Antiporters	1/275	14/15617	0.220285220109117	0.486587995766724	0.412347038023862	Atpalpha	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000896458987001345	4.05636363636364
D044348	Receptors, Serotonin, 5-HT2	1/275	14/15617	0.220285220109117	0.486587995766724	0.412347038023862	Hn	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000896458987001345	4.05636363636364
D051102	Serine C-Palmitoyltransferase	1/275	14/15617	0.220285220109117	0.486587995766724	0.412347038023862	Cyt-b5-r	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000896458987001345	4.05636363636364
D051338	Cofilin 1	1/275	14/15617	0.220285220109117	0.486587995766724	0.412347038023862	kra	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000896458987001345	4.05636363636364
D051697	Activating Transcription Factor 1	1/275	14/15617	0.220285220109117	0.486587995766724	0.412347038023862	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000896458987001345	4.05636363636364
D051837	COUP Transcription Factor II	1/275	14/15617	0.220285220109117	0.486587995766724	0.412347038023862	svp	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000896458987001345	4.05636363636364
D051300	Wiskott-Aldrich Syndrome Protein Family	3/275	92/15617	0.220633401690615	0.486587995766724	0.412347038023862	ap/Hrb27C/svp	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00589101620029455	1.85181818181818
D053613	Janus Kinase 1	7/275	280/15617	0.224916872435635	0.491507178300464	0.416515678362164	ap/Dif/Dr/IM2/Ndg/svp/Tig	7	1	All Clusters ( 275 genes)	0.0254545454545455	0.0179291797400269	1.41972727272727
D004726	Endosulfan	3/275	93/15617	0.225262063174185	0.491507178300464	0.416515678362164	AttC/Dif/Hn	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00595504898508036	1.83190615835777
D009943	Organophosphorus Compounds	2/275	51/15617	0.226391774644374	0.491507178300464	0.416515678362164	Dif/kra	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00326567202407633	2.22702317290553
D015105	3',5'-Cyclic-AMP Phosphodiesterases	2/275	51/15617	0.226391774644374	0.491507178300464	0.416515678362164	eas/v	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00326567202407633	2.22702317290553
D005346	Fibroblast Growth Factors	9/275	380/15617	0.228158248464614	0.491507178300464	0.416515678362164	ap/Atpalpha/CG15067/CG18107/IM2/moody/svp/trio/Ubx	9	1	All Clusters ( 275 genes)	0.0327272727272727	0.0243324582186079	1.345004784689
D051722	ADAM Proteins	3/275	94/15617	0.229909571095354	0.491507178300464	0.416515678362164	Ndg/Nep4/tok	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00601908176986617	1.81241779497099
D051959	ELAV Proteins	9/275	381/15617	0.230370259149356	0.491507178300464	0.416515678362164	Adh/Aldh/CG2233/CG5171/fbp/Hn/Hrb27C/svp/Ubx	9	1	All Clusters ( 275 genes)	0.0327272727272727	0.0243964910033937	1.34147458840372
D000466	Alkadienes	2/275	52/15617	0.232906227692725	0.491507178300464	0.416515678362164	ppk19/Ubx	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00332970480886214	2.1841958041958
D000477	Alkylating Agents	2/275	52/15617	0.232906227692725	0.491507178300464	0.416515678362164	toy/v	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00332970480886214	2.1841958041958
D000950	Antigens, Ly	2/275	52/15617	0.232906227692725	0.491507178300464	0.416515678362164	CG14274/moody	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00332970480886214	2.1841958041958
D012332	RNA, Heterogeneous Nuclear	2/275	52/15617	0.232906227692725	0.491507178300464	0.416515678362164	Hrb27C/sqd	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00332970480886214	2.1841958041958
D012739	Gonadal Steroid Hormones	2/275	52/15617	0.232906227692725	0.491507178300464	0.416515678362164	AkhR/trio	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00332970480886214	2.1841958041958
D015061	1,4-alpha-Glucan Branching Enzyme	2/275	52/15617	0.232906227692725	0.491507178300464	0.416515678362164	Atpalpha/cv-2	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00332970480886214	2.1841958041958
D000449	Aldehyde Reductase	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	Adh	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D010740	Phospholipases	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	AkhR	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D012443	Saccharopine Dehydrogenases	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	LKRSDH	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D012633	Secretin	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	Pdfr	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D013388	Succinimides	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	ap	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D014520	Urethane	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	v	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D019331	NG-Nitroarginine Methyl Ester	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	Dif	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D020800	Receptor, Nerve Growth Factor	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	trio	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D024243	HMGB1 Protein	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	Dif	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D026503	Low Density Lipoprotein Receptor-Related Protein-1	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	Apoltp	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D045424	Complex Mixtures	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	Hn	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D045567	VDJ Recombinases	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D048069	Tumor Necrosis Factors	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	Dif	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D050890	HSP30 Heat-Shock Proteins	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	Hn	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D055419	Bone Morphogenetic Protein 7	1/275	15/15617	0.234027549434887	0.491507178300464	0.416515678362164	Ubx	1	1	All Clusters ( 275 genes)	0.00363636363636364	0.000960491771787155	3.78593939393939
D048051	p38 Mitogen-Activated Protein Kinases	8/275	333/15617	0.234433581760459	0.491507178300464	0.416515678362164	AttC/CaMKI/CG9372/Dif/DptB/Elal/PGRP-SD/Ubx	8	1	All Clusters ( 275 genes)	0.0290909090909091	0.0213229173336748	1.36430248430248
D051304	Profilins	6/275	235/15617	0.23447844901618	0.491507178300464	0.416515678362164	Btnd/CG5080/Gel/Ndg/Tig/trio	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.0150477044246654	1.44993423597679
D003851	Deoxyribonucleases	3/275	95/15617	0.234574906033651	0.491507178300464	0.416515678362164	Adh/DNaseII/Hex-C	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00608311455465198	1.79333971291866
D017413	Ribonucleoprotein, U2 Small Nuclear	3/275	95/15617	0.234574906033651	0.491507178300464	0.416515678362164	Nplp2/Obp99c/Yp3	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00608311455465198	1.79333971291866
D019255	NADPH Oxidases	3/275	95/15617	0.234574906033651	0.491507178300464	0.416515678362164	Dif/Irc/nrv1	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00608311455465198	1.79333971291866
D017868	Cyclic AMP-Dependent Protein Kinases	10/275	435/15617	0.238469462741154	0.498666470538792	0.422582644613911	Adh/Aldh/Eaat1/Hn/Lsd-1/moody/ninaC/nrv2/Pdfr/sqd	10	1	All Clusters ( 275 genes)	0.0363636363636364	0.0278542613818275	1.30549634273772
D001224	Aspartic Acid	3/275	96/15617	0.239257059558275	0.498666470538792	0.422582644613911	Adh/Eaat1/Eaat2	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00614714733943779	1.77465909090909
D053503	Epithelial Sodium Channels	3/275	96/15617	0.239257059558275	0.498666470538792	0.422582644613911	AkhR/Dyb/ppk19	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.00614714733943779	1.77465909090909
D011374	Progesterone	2/275	53/15617	0.239431915457254	0.498666470538792	0.422582644613911	AttC/DptB	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00339373759364795	2.1429845626072
D051779	Sterol Regulatory Element Binding Proteins	6/275	237/15617	0.240248792607065	0.499393179019962	0.423198475855791	Acsl/Adh/CG12116/CG9485/eas/Lsd-1	6	1	All Clusters ( 275 genes)	0.0218181818181818	0.015175769994237	1.43769850402762
D018000	Receptors, Peptide	7/275	286/15617	0.240501985852935	0.499393179019962	0.423198475855791	AkhR/Atpalpha/frma/Lkr/moody/retm/svp	7	1	All Clusters ( 275 genes)	0.0254545454545455	0.0183133764487418	1.38994278448824
D029404	Activin Receptors	4/275	142/15617	0.241056215032194	0.499794697334713	0.423538732683416	AkhR/tok/trio/Ubx	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00909265543958507	1.59969270166453
D053453	Caspase 9	3/275	97/15617	0.24395503448676	0.501375542337878	0.424878380928546	Atpalpha/DNaseII/Hrb27C	3	1	All Clusters ( 275 genes)	0.0109090909090909	0.0062111801242236	1.75636363636364
D009569	Nitric Oxide	4/275	143/15617	0.24486973209538	0.501375542337878	0.424878380928546	Dif/GNBP3/psh/Ubx	4	1	All Clusters ( 275 genes)	0.0145454545454545	0.00915668822437088	1.58850603941513
D042863	Cyclin-Dependent Kinase 9	2/275	54/15617	0.245966432309745	0.501375542337878	0.424878380928546	kra/Ubx	2	1	All Clusters ( 275 genes)	0.00727272727272727	0.00345777037843376	2.10329966329966
