gene_name	Full_Name	ci_repressor_bound	food_response_cluster	food_response_FDR	log2_hour_6_Ci_KD_over_WT	log2_hour_12_Ci_KD_over_WT	log2_hour_6_and_12_Ci_KD_over_WT	log2_Hour_0_FSC_enrichment	Hour_0_FSC_FDR	log2_Hour_3_FSC_enrichment	Hour_3_FSC_FDR	log2_Hour_6_FSC_enrichment	Hour_6_FSC_FDR	log2_Hour_12_FSC_enrichment	Hour_12_FSC_FDR	log2_Hour_24_FSC_enrichment	Hour_24_FSC_FDR	log2_Hour_ALL_FSC_enrichment	Hour_ALL_FSC_FDR	Enriched_Tissue	Repeat_Info	entrez_gene_ID
CG14877	uncharacterized protein	No	NA	0.941724886241088	-0.22242128428248	0.0583607010561638	-0.164060583226317	-0.05620836008	1	0.5704739169	0.141700632132582	0.07130112788	0.79595791411477	-0.1701829635971	1	-0.002362480745	NA	-0.02397221049	1	Digestive System	Genome	41929
jdp	jdp	No	NA	0.941724886241088	-0.154973940377227	-0.0208614319678525	-0.175835372345079	0.52036256586	0.00347688966198934	0.9923405342	3.43648603089762e-06	0.69857544243	0.000173392793548193	0.4029091130607	0.0289827103925976	0.337426921487	0.0681396282217949	0.623601886	1.31579450191758e-13	Not Enriched	Genome	43630
subdued	subdued	No	NA	0.941724886241088	-0.0232713725932451	0.19079962282274	0.167528250229495	0.25865445435	0.0821361610873567	0.7244275514	2.94130636524439e-05	0.61085582228	1.58771356415809e-05	0.4261677031828	0.00375174255678517	0.311187841622	0.053288634812332	0.4882752948	4.9409170732813e-13	Not Enriched	Genome	42340
RpL29	Ribosomal protein L29	No	NA	0.942473237954249	0.0459641180088923	-0.645793873837204	-0.599829755828312	-1.76820427429	1	-2.0304488148	1	-0.84872538523	1	-0.530580415554	1	-0.082661094939	1	-1.34895373355	1	Not Enriched	Genome	37430
CG34227	uncharacterized protein	No	NA	0.944239462754666	-0.386725417989136	-0.393209774892855	-0.779935192881991	-0.68841295158	1	0.2531647958	0.467864675421789	-0.0337329307	1	-0.0565867238292	1	0.013779099258	NA	-0.14877127768	1	Carcass	Genome	36186
CG3939	uncharacterized protein	No	NA	0.946082954220041	0.109137715003376	-0.099444979371924	0.00969273563145157	-0.56112774746	1	-0.9190312273	1	-0.95560513132	1	-0.7571161842706	1	-0.403382802405	1	-0.75725544533	1	Not Enriched	Genome	31295
noe	long non-coding RNA:noe	No	NA	0.9470537469785	-0.0744636680934171	-0.247202463423974	-0.321666131517391	0.16136776908	0.390029994711905	-0.3199249646	1	-0.07369778489	1	0.1605711585844	0.404724513347514	0.10577658532	0.47714292543906	0.06740222666	0.487635565863448	Not Enriched	Genome	43918
CG7946	uncharacterized protein	No	NA	0.951725183338561	-0.0525364857108256	-0.0528017785464456	-0.105338264257271	-0.20969447202	1	-0.4136178442	1	-0.32256698849	1	-0.2781605252428	1	-0.044795897309	1	-0.26432595448	1	Not Enriched	Genome	43576
Cyp4d8	Cytochrome P450-4d8	No	NA	0.951725183338561	-0.0535499288725771	-0.0166103523009412	-0.0701602811735183	-0.48065308553	1	0.211387956	0.463782733887367	-0.10785380048	1	-0.0931935602738	1	-0.01507125741	0.956779082242196	-0.13556835635	1	Digestive System	Genome	38841
TfIIEbeta	Transcription factor IIEbeta	No	NA	0.951882617025233	0.0990649793041778	-0.0814338935506095	0.0176310857535684	-0.22199126461	1	-0.6261818908	1	-0.33365042584	1	-0.2375114325377	1	-0.109571600297	1	-0.31214774	1	Not Enriched	Genome	38527
Acp53Ea	Accessory gland protein 53Ea	No	NA	0.952305730961918	0.018963419064091	0.527014538566685	0.545977957630776	-1.16582876487	1	-1.6593362701	1	-0.83507354157	1	-0.7452064551971	1	-0.558611047172	1	-1.06158386821	1	Accessory Gland, Testis	Genome	36874
CG13998	uncharacterized protein	No	NA	0.952305730961918	-0.000202879026695857	-0.0537971209807974	-0.0540000000074933	-0.62249415636	1	-1.0061290283	1	-1.26607770906	1	-0.6275590349356	1	-0.076848099026	1	-0.90532419386	1	Not Expressed	Genome	50423
CG4949	uncharacterized protein	No	NA	0.952305730961918	0.103224226068849	-0.0509201920932641	0.0523040339755852	-0.18494276199	1	-0.4735753258	1	-0.1583829747	1	-0.184082307718	1	-0.022912574508	0.985770948181354	-0.20008311207	1	Ovary	Genome	32691
mino	minotaur	Yes	NA	0.952305730961918	-0.209452789310492	-0.152785451598818	-0.362238240909309	0.43196515378	0.00037101741070316	0.3716790967	0.01075184979158	0.68539196756	1.84066793373235e-09	0.4543086074618	0.000226264560085179	0.279360502019	0.0345390957186985	0.47419739194	4.58126729337311e-18	Not Enriched	Genome	43350
RpL27	Ribosomal protein L27	No	NA	0.952305730961918	0.248033672228275	-0.226149315919421	0.021884356308854	-1.27763013835	1	-1.1536382351	1	-0.86795090111	1	-0.5254310762453	1	-0.259293167106	1	-0.93469519858	1	Not Enriched	Genome	43103
Rrp47	Ribosomal RNA processing 47	No	NA	0.952305730961918	0.051341998495234	-0.131833077207285	-0.0804910787120509	-0.43663470266	1	-0.7555696713	1	-0.47296218536	1	-0.309620982063	1	-0.200083681116	1	-0.45461879003	1	Not Enriched	Genome	32558
snoRNA:Psi28S-612	ncRNA	No	NA	0.952305730961918	-0.21179732101612	-0.0765794209239856	-0.288376741940105	-0.58221580914	1	-0.5263813145	1	-0.51176106766	1	-0.6276728469422	1	0.030496327207	0.742014905863361	-0.5461357428	1	Fat	Genome	5740127
CG12531	uncharacterized protein	No	NA	0.953947668448626	-0.24403073365402	-0.318813487162399	-0.562844220816418	0.7038279984	0.0323906975146966	2.0368908487	1.36146937674677e-05	0.89196597541	0.0113942319418716	0.4558840396898	0.0859134114624695	0.256453737756	0.134461830901154	1.09775658585	2.25220408866029e-09	Head, Male Head, Female Head, CNS, Larval CNS	Genome	32986
Ugt37b1	UDP-glycosyltransferase family 37 member B1	No	NA	0.953947668448626	-0.148793516669549	0.136810253611302	-0.0119832630582468	0.19229263194	0.332127557557056	-0.2485087455	1	-0.12473299008	1	-0.3265387651468	1	-0.062171044957	1	-0.1486238034	1	Digestive System	Genome	53584
DENR	Density regulated protein	No	NA	0.954867010863741	0.11242421476033	0.0758449517532829	0.188269166513613	-0.56049542359	1	-0.9153339631	1	-0.8571974374	1	-0.7287774133867	1	-0.282806632316	1	-0.71202506892	1	Not Enriched	Genome	32679
CG10405	uncharacterized protein	No	NA	0.95580885871669	0.347455128476587	0.0584829045737892	0.405938033050377	-0.35911472035	1	-0.6016421322	1	-0.93607114629	1	-0.0754302355881	1	-0.004635539217	0.924165704324265	-0.4948357888	1	Digestive System	Genome	41996
Gycalpha99B	Guanylyl cyclase alpha-subunit at 99B	Yes	NA	0.95580885871669	-0.172717615902156	-0.221767267647588	-0.394484883549744	-0.21047546724	1	0.4239699963	0.204906745107457	0.26051912543	0.349049673171859	0.0594343736212	0.759589059125303	-0.051764185612	1	0.05396564308	0.706512287614919	Head, Male Head, Female Head, CNS, Pharate CNS	Genome	43493
Lsm10	Lsm10	No	NA	0.95580885871669	0.117140237212007	0.169423444164678	0.286563681376685	-0.82827001025	1	-1.4694323129	1	-0.85413879059	1	-0.6539438046184	1	-0.622836271603	1	-0.92070392199	1	Ovary, S2R+ Cells	Genome	36141
RpL4	Ribosomal protein L4	No	NA	0.95580885871669	0.254639245027128	0.0452704022106106	0.299909647237739	0.0541165192	0.718216229795658	0.0003836483	1	0.03478310915	0.912754264722227	0.0013792577687	0.963049218616771	0.324786167296	0.0335421487456644	0.10020905819	0.131411048819063	Not Enriched	Genome	43349
CG16820	uncharacterized protein	No	NA	0.956267596819322	-0.0139475073624315	-0.15630081741359	-0.170248324776022	0.05015785469	0.773846648697131	-0.7459408807	1	-0.31496898271	1	0.0582397473619	0.730342592743049	0.019707785899	0.77353456708584	-0.13793362009	1	Not Enriched	Genome	34730
CG32694	uncharacterized protein	No	NA	0.956267596819322	0.0113483511838668	-0.264927837571432	-0.253579486387565	0.88363696433	1.16493504498056e-07	0.9942035099	3.16675041537821e-07	0.69007848847	1.5991931172959e-05	0.9129077576203	5.42589910950501e-08	0.448004177432	0.0142359885076466	0.81707909862	2.8452006700706e-27	Not Enriched	Genome	31933
CR32773	long non-coding RNA:CR32773	Yes	NA	0.956267596819322	0.580175498344389	0.0954871454773789	0.675662643821768	0.30238157773	0.156134677833141	-0.2322914178	1	-0.03587823514	1	0.3343740005211	0.133300365567018	0.049628086222	0.687307130520506	0.16044064896	0.169322990211105	Ovary	Genome	19835374
iPLA2-VIA	calcium-independent phospholipase A2 VIA	No	NA	0.956267596819322	-0.030195835265827	-0.00749317536212676	-0.0376890106279538	0.16898988182	0.136882037047067	0.1464634311	0.314478468536722	0.40494592772	8.64323856487932e-05	0.2911661499841	0.00740400344049094	0.092956716167	0.45849841236105	0.24159589595	6.89038713050403e-07	Not Enriched	Genome	39160
mesh	mesh	No	NA	0.956267596819322	-0.297892208388313	0.040634790184667	-0.257257418203646	0.58567404615	0.0302773574405195	1.2882909604	0.000251584969431736	0.66180475248	0.0158107352107902	0.4170841145936	0.0847880066062261	0.077890230468	0.544036584691129	0.70475567073	2.83480501772966e-07	Digestive System	Genome	43688
Mesh1	Metazoan SpoT homolog-1	No	NA	0.956267596819322	0.0242425482829223	-0.0775050654469597	-0.0532625171640374	-0.83794965819	1	-1.6924673903	1	-0.96638036206	1	-0.8024303760682	1	-0.423986434942	1	-1.02754620844	1	Not Enriched	Genome	43456
Mid1	Mid1	No	NA	0.956267596819322	-0.0255932997057885	-0.0304979767569553	-0.0560912764627438	0.21874162285	0.326036192438802	1.2339382041	0.00133768041950445	0.16000826505	0.571762175070692	0.0882612498219	0.65370431017232	0.155694325546	0.266797330158524	0.4929569355	0.00131465499070846	Head, Male Head, CNS, Pharate CNS	Genome	37953
mRpL39	mitochondrial ribosomal protein L39	No	NA	0.956267596819322	0.0924992416478479	0.0168509298323559	0.109350171480204	-0.46822104415	1	-0.7074377968	1	-0.57725350237	1	-0.5207066156792	1	-0.145526435522	1	-0.51258593321	1	Not Enriched	Genome	39627
Ntmt	N-terminal methyltransferase	No	NA	0.956267596819322	0.0110446844655944	-0.0384602536678364	-0.0274155692022421	-0.50723688609	1	-0.6371098629	1	-0.48636098321	1	-0.3857459270411	1	-0.215150595514	1	-0.45760003154	1	Not Enriched	Genome	36022
Reg-2	Rhythmically expressed gene 2	No	NA	0.956267596819322	-0.410356247607256	0.0223103807305459	-0.38804586687671	-0.30696869374	1	-0.2818452784	1	0.0699996474	0.742537094672706	-0.212341853023	1	-0.32123569729	1	-0.24530394988	1	Not Enriched	Genome	38075
sds22	sds22	No	NA	0.956267596819322	-0.0556689465889973	0.107479294664357	0.0518103480753593	-0.34737215442	1	-0.4983611749	1	-0.26958933697	1	-0.519546476995	1	-0.200274763865	1	-0.38475843149	1	Not Enriched	Genome	42091
Ubc4	Ubiquitin conjugating enzyme 4	No	NA	0.956267596819322	0.215563830504719	-0.12272009457133	0.0928437359333893	-0.33753047934	1	-0.6652953766	1	-0.62559880549	1	-0.3793047176706	1	-0.250161979356	1	-0.47176571467	1	Not Enriched	Genome	39133
Ude	Uracil-DNA degrading factor	No	NA	0.956267596819322	0.117129669789839	0.0646206538226983	0.181750323612537	-0.10634842865	1	-0.3122695107	1	-0.48700844486	1	-0.5182670305518	1	0.005563280079	0.87955944710969	-0.31520067383	1	Not Enriched	Genome	42953
whe	what else	Yes	NA	0.956267596819322	0.263453454866924	1.46834868516612	1.73180214003304	-2.02804972581	1	-2.5267529433	1	-1.66793745681	1	-1.1608121626475	1	-1.180634349734	1	-1.80157828937	1	Digestive System, Carcass	Genome	33121
CG2533	uncharacterized protein	No	NA	0.956458823501345	-0.0746134431796452	0.130242791345318	0.0556293481656731	0.1297649619	0.493624401751867	-0.560261343	1	0.10437879575	0.728770656507696	0.146316386988	0.438493714287482	-0.047300576526	NA	0.04518454187	0.77957772605494	Testis, Imaginal Disc	Genome	32110
TBCB	tubulin-binding cofactor B	No	NA	0.956458823501345	0.0325817273670838	0.0195665687752698	0.0521482961423536	-0.17479650108	1	-0.3155751669	1	-0.28141931094	1	-0.3237796000929	1	-0.059905586926	1	-0.23843682671	1	Not Enriched	Genome	37244
mRpL32	mitochondrial ribosomal protein L32	No	NA	0.9571212133421	-0.0202384494950809	-0.0875946050518464	-0.107833054546927	-0.75026955193	1	-1.0264727955	1	-0.52816589527	1	-0.4841922858616	1	-0.146586000352	1	-0.64846886449	1	Not Enriched	Genome	43698
Sem1	Suppressor of exocyst mutations 1	No	NA	0.9571212133421	0.00954364324812407	-0.127596866212753	-0.118053222964629	-1.20992837943	1	-1.4911573295	1	-1.37736548692	1	-1.0934354184695	1	-0.771163471629	1	-1.21351678577	1	Not Enriched	Genome	50428
PPP4R2r	Protein phosphatase 4 regulatory subunit 2-related protein	Yes	NA	0.958166917915392	0.0658771418429392	-0.188071677377002	-0.122194535534063	0.05570287578	0.633334643974952	-0.1472350329	1	-0.1541619258	1	-0.0028217942879	0.954197652808562	0.103853975772	0.41352557160843	-0.01196905972	1	Not Enriched	Genome	31979
CG33258	uncharacterized protein	No	NA	0.958499895912203	-0.0783427222503851	0.121184970164762	0.0428422479143769	-0.26848568028	1	0.2026635956	0.495760581751862	0.02424090973	0.946544420696624	-0.1052488982788	1	-0.291261242842	1	-0.16858996042	1	Accessory Gland, Testis, Digestive System	Genome	3885664
ArgRS	Arginyl-tRNA synthetase	No	NA	0.959391596436424	-0.120631186014114	0.0103219128065528	-0.110309273207561	-0.20404175714	1	-0.2174572479	1	-0.04968980409	1	-0.2609142462558	1	-0.032935158191	1	-0.15765796409	1	Not Enriched	Genome	32539
Npc2b	Niemann-Pick type C-2b	No	NA	0.959692530275207	-0.0673187013624646	-0.250153173951563	-0.317471875314028	-0.84624375834	1	-1.3111519464	1	-0.65072730969	1	-0.3118356476685	1	-0.590113124599	1	-0.81826021416	1	Not Enriched	Genome	41710
(A)n		No	NA	0.960093620773396	-0.343634187334699	-0.295311985970697	-0.638946173305396	0.20380195578	0.346267949228039	0.1616040394	0.692087051162756	1.15899528036	0.00170565466905275	0.7327683554019	0.0275876459731063	0.031313932884	0.725983151859855	0.62670360295	0.000344824362565847	NA	Repbase, Satellite	NA
CG31957	uncharacterized protein	No	NA	0.960093620773396	0.0435431982112616	0.0797149557446085	0.12325815395587	-0.66492999084	1	-0.9782972445	1	-0.66274366459	1	-0.5768054032291	1	-0.295003378977	1	-0.66695740741	1	Not Enriched	Genome	319046
mRpS14	mitochondrial ribosomal protein S14	Yes	NA	0.960093620773396	0.42002111211481	0.123361946428398	0.543383058543208	-0.84454491614	1	-1.6249256472	1	-1.21049382259	1	-0.7967528623277	1	-0.414649153801	1	-1.06751628264	1	Not Enriched	Genome	117414
CG14174	uncharacterized protein	No	NA	0.96038544250324	0.150681679842316	0.0428253652268976	0.193507045069213	0.08585689348	0.662844702997106	-0.5043262904	1	-0.05554591223	1	0.0657729397155	0.75164044337991	0.039543392253	0.739503775022975	-0.02524701848	1	Not Enriched	Genome	39139
CG9515	uncharacterized protein	No	NA	0.961819362130398	0.0085337398013062	0.0690824851726216	0.0776162249739278	-0.19609077104	1	-0.3240259175	1	-0.32483334794	1	-0.071296174563	1	0.001527439933	0.918631414052943	-0.19145002426	1	Ovary, S2R+ Cells	Genome	3771965
CG43111	uncharacterized protein	No	NA	0.962439838461133	0.626546455061297	0.460092960760658	1.08663941582196	-2.79570708035	1	-1.2129597983	1	-2.26505935219	1	-1.7854936276542	1	-0.934943703675	1	-2.08029257081	1	Accessory Gland, Testis	Genome	12798347
CG9588	uncharacterized protein	No	NA	0.963004238893041	0.0512370215172497	0.0599882548696389	0.111225276386889	-0.21872970881	1	-0.8117737102	1	-0.28856695578	1	-0.099900335258	1	-0.141659123665	1	-0.34112819272	1	Not Enriched	Genome	41672
GatA	Glutamyl-tRNA amidotransferase, subunit A	No	NA	0.963004238893041	-0.191285247803004	0.252976684085901	0.0616914362828969	-0.18292153317	1	-0.2963991544	1	0.10468611338	0.506055438584662	-0.156067679192	1	-0.114350067667	1	-0.13691856462	1	Not Enriched	Genome	42283
CG14985	uncharacterized protein	No	NA	0.963195700506154	0.024229264023537	0.0481675554114868	0.0723968194350238	-0.28201792467	1	-0.539913883	1	-0.48363337076	1	-0.4316578174572	1	-0.098219455253	1	-0.38809377846	1	Not Enriched	Genome	38470
CG9664	uncharacterized protein	No	NA	0.963195700506154	-0.343163448523673	-0.357928915157685	-0.701092363681358	0.14189406129	0.505029661729675	0.8310131745	0.0163930908209167	0.97057395601	0.000828090580761214	0.5838767392664	0.029667074430055	0.074970287696	0.550742486449408	0.64382184754	5.03761187021862e-06	Digestive System, Fat	Genome	33540
hfw	halfway	No	NA	0.963195700506154	-0.00478411778268112	-0.121476593119353	-0.126260710902034	0.47311107173	5.06959169464347e-07	0.6217683364	2.30437725496595e-08	0.4431302942	1.07118571214053e-06	0.4520567190828	1.79787073543041e-06	0.271370923752	0.0109870278325266	0.45128198197	1.11125100631176e-26	Not Enriched	Genome	31120
Pde11	Phosphodiesterase 11	No	NA	0.963195700506154	0.179098878083624	0.0334744657567965	0.21257334384042	0.27341427011	0.0240429291983781	0.4445049813	0.00156912740583994	0.44617456564	8.09087115326702e-05	0.5831758663758	5.1440168712783e-07	0.243313191777	0.0643750320696039	0.41277379281	3.65948379297212e-15	Not Enriched	Genome	35107
Osi24	Osiris 24	No	NA	0.96353253655673	-0.0840951259379274	0.280126271810548	0.196031145872621	0.08531807819	0.670490486135631	0.6627755436	0.00970459100143332	0.03603870377	0.908350813937668	-0.0198998830232	1	0.09627986758	0.506454660227062	0.19530125597	0.0761369108567365	Fat	Genome	40755
CG10211	uncharacterized protein	No	NA	0.964075142518106	-0.143896526742079	0.105873710274622	-0.0380228164674563	-0.0230494582	1	-0.101358256	1	0.11437480238	0.701987361239704	-0.7519113110535	1	0.008337634763	NA	-0.15579453614	1	Carcass, Fat	Genome	35106
CG13807	uncharacterized protein	No	NA	0.965127186770922	0.132091798329422	-0.165828148723561	-0.0337363503941395	-0.36716872186	1	-0.5234281952	1	-0.48227016931	1	-0.0061384872496	0.984150752937785	-0.241347871813	1	-0.35663266623	1	Not Enriched	Genome	38290
TfIIS	RNA polymerase II elongation factor	No	NA	0.965127186770922	-0.0465519066250083	-0.16268014805052	-0.209232054675528	-0.48413667027	1	-0.7642518695	1	-0.54862543663	1	-0.3494524793612	1	-0.253456134675	1	-0.49850172227	1	Not Enriched	Genome	34883
CG12974	uncharacterized protein	Yes	NA	0.965182161722467	-0.211069032559869	-0.0699318596388311	-0.2810008921987	0.04408110417	0.814144558742136	0.6877669528	0.0284532266382399	0.2736835896	0.286445993477639	0.2451632016105	0.24523790315893	-0.038680074233	1	0.25416904886	0.0452908411538591	Digestive System	Genome	40350
CG42495	uncharacterized protein	No	NA	0.965182161722467	0.0533255632424539	0.0243316591607567	0.0776572224032107	-0.55785195372	1	-1.3662540572	1	-0.63762176418	1	-0.4482644938707	1	-0.492508709334	1	-0.74091954689	1	S2R+ Cells	Genome	8674004
CG5078	uncharacterized protein	No	NA	0.965182161722467	-0.0787941766734164	-0.270405204403723	-0.349199381077139	-0.13172148661	1	-0.681306589	1	-0.13395007136	1	0.0239314810723	0.867940485730128	0.067170585911	NA	-0.14463614756	1	Accessory Gland	Genome	40276
RpS23	Ribosomal protein S23	No	NA	0.965182161722467	0.2670699488748	-0.113551171509903	0.153518777364897	-1.01086333242	1	-1.2856971404	1	-1.08404313719	1	-0.8612163461492	1	-0.222520585774	1	-0.98491124291	1	Not Enriched	Genome	36576
(TA)n		No	NA	0.965606696641989	-0.0552347312309175	-0.19317263535932	-0.248407366590238	0.29852040781	0.128518798276648	0.4002735104	0.125408859912022	0.9224752049	8.53576928632093e-06	0.7623362205143	0.000419666441486044	0.319394883502	0.116251956062102	0.63428655461	2.14295083306193e-10	NA	Repbase, Satellite	NA
Bet1	Blocked early in transport 1	No	NA	0.965606696641989	0.100178386092737	0.0996713829523172	0.199849769045054	-0.36817705103	1	-0.5589180769	1	-0.65585449855	1	-0.4577985582179	1	-0.14608939125	1	-0.47186992077	1	Not Enriched	Genome	40094
CG18530	uncharacterized protein	No	NA	0.965606696641989	-0.110718780401446	0.194935720917166	0.0842169405157202	0.1979089748	0.36985981359873	-0.6703307366	1	0.02704269394	0.96459053558418	-0.0059509451994	0.991864222250101	-0.04564840509	NA	-0.07376584426	1	Not Expressed	Genome	59241
CG43101	uncharacterized protein	No	NA	0.965606696641989	0.0242023486190104	-0.415867420212285	-0.391665071593275	-0.4838646531	1	-1.2213947096	1	-0.72932917994	1	-0.2815785050542	1	-0.12018148907	1	-0.66167774085	1	Accessory Gland, Testis	Genome	12798468
SmydA-1	SET and MYND domain containing, arthropod-specific, member 1	No	NA	0.965606696641989	0.0231874765912111	-0.050600374233113	-0.0274128976419019	-0.23426081775	1	-0.3516114149	1	-0.23710368047	1	-0.2569449773168	1	-0.019862996809	0.985078582716013	-0.22645082606	1	Ovary	Genome	36581
CG11608	uncharacterized protein	Yes	NA	0.966042418611511	-0.0224231686851154	0.047710705840521	0.0252875371554056	-0.06422272486	1	-0.6659167511	1	0.069329393	0.82577346728547	-0.0111913209977	1	0.082853556955	0.389101889078861	-0.02327602339	1	Accessory Gland	Genome	41556
snRNA:U1:82Eb	small nuclear RNA U1 at 82Eb	No	NA	0.966166268322209	0.156674314486761	-0.0859967820254318	0.0706775324613292	-1.86794104582	1	-2.7016628384	1	-1.5705981103	1	-0.143393269611	1	-0.10030706006	NA	-1.69023864891	1	Not Expressed	Genome	3771770
CG42322	uncharacterized protein	Yes	NA	0.96907806030383	-0.265946767165552	-0.507643649960532	-0.773590417126084	1.01544174565	8.86567608021051e-05	1.5756739436	6.74859480204037e-07	1.16941820861	2.72985924944584e-05	0.8768446449002	0.00308978050860385	0.446031075318	0.0805249697485453	1.10165865107	1.99759337536714e-17	Head, Male Head, CNS, Pharate CNS, Fat	Genome	42455
CR44969	antisense RNA:CR44969	No	NA	0.969130646576125	-0.0858405607308815	0.0092012557678039	-0.0766393049630776	0.38437993588	0.136520243534388	-0.0743081137	1	1.23797286947	0.00171013853932552	0.1512384383928	0.425754198722142	0.112027675547	0.302956591394025	0.63736428563	0.00059216637651401	Accessory Gland, Testis, Imaginal Disc	Genome	19835409
MDG3_LTR_DM		No	NA	0.969501147283052	0.259237574591944	-0.128749714774252	0.130487859817692	1.36330781283	3.96304018770666e-13	1.2238575515	7.12167097048807e-09	1.16650145254	6.57979603435983e-11	1.0947396915471	5.49601124566959e-09	0.736418225152	0.000548705010364967	1.14919013178	1.01056113945872e-41	NA	Repbase, Transposon, LTR Retrotransposon, Active, Redundant, Germline	NA
ref(2)P	refractory to sigma P	No	NA	0.969933120405624	0.0151615222992728	-0.123880811555925	-0.108719289256652	0.21836785054	0.0163473285627072	0.27787573	0.0101554987117522	0.09694669711	0.340596245473564	0.025265428765	0.824222979211623	0.192934449776	0.0614641517378543	0.16640912845	4.65049066573456e-05	Not Enriched	Genome	35246
Hsp60A	Heat shock protein 60A	No	NA	0.970720668947978	-0.0361827562113606	0.0423932130504149	0.00621045683905433	0.10010402473	0.505029661729675	0.3861643118	0.018637055032577	0.1106637817	0.498742625172262	0.1876446998141	0.180733885281549	-0.039047094051	1	0.14088788188	0.0250270206239097	Not Enriched	Genome	32045
beat-Ic	beaten path Ic	No	NA	0.970953897468745	-0.114496722527874	-0.481307985858441	-0.595804708386315	1.51675360031	0.00252292502545601	1.7886373391	0.00163769811902756	0.76910547979	0.0488993554995918	0.2982734282456	0.123390690850537	0.039845549607	0.620018097775311	1.20091408216	5.21603689535373e-07	Head, Male Head, CNS, Pharate CNS	Genome	34945
CG40486	uncharacterized protein	No	NA	0.970953897468745	0.0644862340999035	-0.0422492755323717	0.0222369585675318	-0.53199001988	1	-1.5578029309	1	-0.5282274299	1	-0.3414684605561	1	-0.029982319448	1	-0.79237811647	1	Not Enriched	Genome	3355162
CR43250	long non-coding RNA:CR43250	No	NA	0.970953897468745	0.156160070480437	0.0483412175326455	0.204501288013083	-0.30900826499	1	0.0017095203	1	-0.71060856771	1	-1.1084445528316	1	-0.154749662808	1	-0.64259634267	1	Ovary, Accessory Gland	Genome	19835793
Cyp310a1	Cyp310a1	No	NA	0.970953897468745	0.0811478537811772	0.389008004879614	0.470155858660791	0.2927045394	0.201158063415366	0.2015815905	0.581099054177874	-0.28630705267	1	-0.1144325855363	1	0.016954447523	0.790049676822423	0.02021778948	0.887261254464302	S2R+ Cells, Fat	Genome	35115
sona	sol narae	Yes	NA	0.970953897468745	0.321804130356551	-0.0206456603556118	0.30115847000094	0.71874132052	0.000196857011718823	1.1934106779	7.54884000333872e-08	0.7434621434	4.79479892933156e-05	0.7241886385716	8.99473570450636e-05	0.465653718667	0.0204146877756151	0.79507018461	3.0280437990203e-20	Carcass	Genome	37762
dpr13	defective proboscis extension response 13	No	NA	0.971719992046639	-0.0138358709866757	0.0709740885308574	0.0571382175441816	-0.04008988702	1	1.0421083399	0.0222928800392171	0.09580631439	0.747036249691026	-0.0390775486703	1	0.033750302569	0.686765269017244	0.19645172757	0.267781241843615	Head, Male Head, CNS, Pharate CNS	Genome	3885598
cg	combgap	No	NA	0.972166365493923	0.0694740015715433	-0.123662670388317	-0.0541886688167737	0.09905266944	0.134964425800083	0.2133971639	0.00494573893676371	0.18740912961	0.0023732763818752	0.2632533435575	2.48394428491527e-05	0.101745374988	0.194133360539427	0.17526333928	3.16972475237808e-10	Not Enriched	Genome	36571
CG15561	uncharacterized protein	No	NA	0.972166365493923	-0.169708873206525	0.164450575641371	-0.00525829756515347	-0.13612919599	1	0.0650503191	0.863459838971667	-0.30967605221	1	-0.5694040460576	1	-0.04703171167	1	-0.2656245197	1	Not Enriched	Genome	43692
CG4908	uncharacterized protein	No	NA	0.972166365493923	0.00202035339510646	-0.00976909496669857	-0.00774874157159211	-0.04114859767	1	-0.2471327806	1	-0.10690368056	1	0.0044980547394	0.943171140724645	0.057947065253	0.623469650001261	-0.04922039908	1	Ovary, S2R+ Cells	Genome	34360
CG5009	uncharacterized protein	No	NA	0.972166365493923	-0.291339484082366	0.101088423390026	-0.19025106069234	0.0251046102	0.856077806640957	0.382360614	0.064694689528615	0.0933053063	0.634383296525355	-0.0953599990797	1	-0.049779036571	1	0.03802635888	0.634767560449141	Not Enriched	Genome	37028
CR44111	long non-coding RNA:CR44111	No	NA	0.972166365493923	0.330859876538949	0.056561070750238	0.387420947289187	0.05731338749	0.693684254309038	-0.310577604	1	0.54113929406	0.10148098895673	0.167371033187	0.228049124887734	0.009894481342	NA	0.30137260066	0.152517592305631	Ovary	Genome	14462389
Cyp4s3	Cyp4s3	No	NA	0.972166365493923	-0.0330680397100948	0.0341830218348095	0.00111498212471463	0.28210489721	0.119022591165712	0.5236905708	0.0156104834650097	0.13358801266	0.53966021724829	0.0100488800831	0.941707555245359	0.021812843135	0.82182807869224	0.1918980958	0.0243008689230514	Fat	Genome	32444
l(1)G0255	Fumarase 1	No	NA	0.972166365493923	0.08883599024346	0.0415620540641232	0.130398044307583	-0.14346886441	1	-0.2731322939	1	-0.2462384905	1	-0.2989786106648	1	-0.074773129072	1	-0.20994820107	1	Not Enriched	Genome	31605
MARINER2_DM		No	NA	0.972166365493923	-0.288451954505297	-0.0786405660161783	-0.367092520521476	0.10267639791	0.58252281433824	0.4743934547	0.0279554004002907	0.59037906055	0.00103173166294943	0.2445042991255	0.167578350788095	0.066453680699	0.631386735399855	0.33816036419	8.15794541333233e-05	NA	Repbase, Transposon, DNA Transposon	NA
